Artist,Birth,Death,Art Title,DoC,Estimate,price,Dimentions,close date,Auction Title
"Alberto Morrocco, R.S.A., R.S.W. ",1917,1998,"Evening, Anticoli",0,"GBP 3,000 – GBP 5,000","GBP 18,750",(69.3 x 82 cm.),11 Jul 2012,"2012 | LIVE AUCTION 4077
A CELEBRATION: THE STUDIO OF ALBERTO MORROCCO & BINROCK HOUSE, DUNDEE"
Terry Winters ,1949,0,k,1987,"USD 5,000 - USD 7,000","USD 5,250",(28.9 x 36.8 cm.),18 Aug 2020,"4 Aug - 18 Aug 2020 | Online Auction 18315
First Open"
Tracey Emin ,0,0,Trust Me,2000,"GBP 25,000 – GBP 35,000","GBP 32,500",(20 x 73 x 5cm.),30 Jun 2016,"2016 | LIVE AUCTION 11798
POST-WAR AND CONTEMPORARY ART DAY AUCTION"
Andy Warhol ,1928,1987,Oxidation Painting,1977,"GBP 400,000 – GBP 600,000","GBP 446,750",(101.6 x 76.2cm.),5 Oct 2018,"2018 | LIVE AUCTION 15486
POST WAR AND CONTEMPORARY ART DAY AUCTION"
A PAIR OF REGENCY GILTWOOD CONVEX MIRRORS,0,0,CIRCA 1820,0,"GBP 4,000 – GBP 6,000","GBP 7,500",(134.5 x 81.5 cm.),11 Sep 2019,"2019 | LIVE AUCTION 17176
INTERIORS INCLUDING POSTERS"
MATTA ,1911,2002,Sans titre,0,"EUR 5,000 – EUR 7,000","EUR 10,625",(43 ¼ x 29 7/8 in.),18 Oct 2018,"2018 | LIVE AUCTION 17373
SHE WAS A GIANT COLLECTION BÉNÉDICTE PESLE"
MARSDEN HARTLEY ,1877,1943,Flowers from a Lonely Child - for Mary of the Volcanoes,1935,"USD 400,000 – USD 600,000","USD 375,000",(50.8 x 40.6 cm.),18 Nov 2021,"2021 | LIVE AUCTION 19998
AMERICAN ART"
Aristide Maillol ,1861,1944,Jeune fille au chignon pointu,1900,"USD 22,000 – USD 28,000","USD 60,000",0,16 May 2017,"2017 | LIVE AUCTION 14186
IMPRESSIONIST AND MODERN ART DAY SALE"
Catherine Opie ,1961,0,Dyke,1992,"USD 10,000 - USD 15,000","USD 87,500",(101.6 x 81 cm.),26 Feb 2019,"20 Feb - 26 Feb 2019 | Online Auction 17028
On Paper | Online"
ADAM-FRANS VAN DER MEULEN ,BRUXELLES,FRANS,Vue de la tour-clocher et de la toiture de l'église Saint-Martin à Courtrai,0,"EUR 10,000 – EUR 15,000","EUR 17,500",0,22 Mar 2017,"2017 | LIVE AUCTION 13787
DESSINS ANCIENS ET DU XIXE SIÈCLE"
Lambert de Hondt  and Willem van Herp the Elder ,before,c,Saint Francis with the Animals,0,"GBP 10,000 – GBP 20,000","GBP 23,750",(81 x 115.5 cm.),7 Jul 2017,"2017 | LIVE AUCTION 13672
OLD MASTERS DAY SALE"
A PAIR OF FRENCH ORMOLU CANDLESTICKS,0,0,19TH CENTURY,0,"USD 800 - USD 1,200","USD 1,375",0,1 Jul 2021,"15 Jun - 1 Jul 2021 | Online Auction 20533
Treasures of a Storied Manhattan Collection"
Sophie Taeuber-Arp ,1889,Arp,2nd composition,1932,0,0,(26 x 34.9 cm.),24 Jun 2015,"2015 | LIVE AUCTION 10379
IMPRESSIONIST & MODERN WORKS ON PAPER SALE"
"Sir Edwin Henry Landseer, R.A. ",1802,1873,Caricature of Edward Ellice as a robin,0,"GBP 1,200 – GBP 1,800","GBP 11,875",(25.1 x 20.3 cm.),4 Jun 2019,"2019 | LIVE AUCTION 17737
THE COLLECTION OF DRUE HEINZ TOWNHOUSES IN LONDON AND NEW YORK WITH INTERIORS BY JOHN FOWLER AND RENZO MONGIARDINO"
Odilon Redon ,1840,1916,Ève plaignant la mort d'Abel,0,"EUR 10,000 – EUR 15,000","EUR 15,000",0,28 Mar 2019,"2019 | LIVE AUCTION 16949
OEUVRES MODERNES SUR PAPIER, INCLUANT DES OEUVRES DE LA COLLECTION JEAN BONNA"
AYA TAKANO ,0,0,Greet to Death on Top of Ancient Yith?,2004,"USD 12,000 - USD 22,000","USD 30,000",0,12 Mar 2021,"25 Feb - 12 Mar 2021 | Online Auction 19733
Contemporary Art Asia"
Fernando De Szyszlo ,1925,2017,Recinto,1991,"USD 60,000 – USD 80,000","USD 112,500",(149.2 x 149.2 cm.),24 May 2018,"2018 | LIVE AUCTION 15459
LATIN AMERICAN ART"
Kurt Schwitters ,1887,1948,Mz x 13 BY,1947,"USD 40,000 – USD 60,000","USD 104,500",0,8 Nov 2012,"2012 | LIVE AUCTION 2595
IMPRESSIONIST AND MODERN WORKS ON PAPER"
Attributed to the Master of the Cellini Madonna ,active,c,The Madonna and Child,0,"USD 4,000 - USD 6,000","USD 6,875",(100.7 x 74.9 cm.),19 Jun 2020,"2 Jun - 19 Jun 2020 | Online Auction 19030
Old Master Paintings and Sculpture"
"CREVETTE D'EAU DOUCE ARTICULEE EN FER, JIZAI OKIMONO",6,XIXEME,"JAPON, MILIEU DE L'EPOQUE EDO, XVIIIEME-XIXEME SIECLE",0,"EUR 6,000 – EUR 8,000","EUR 27,500",0,15 Nov 2018,"2018 | LIVE AUCTION 16843
JAPONISME"
Valie Export ,0,0,Zu/Stand (Condition/Enclosure),1972,"GBP 6,000 – GBP 8,000","GBP 20,000",(60.5 x 41.8cm.),14 Apr 2016,"2016 | LIVE AUCTION 11960
FIRST OPEN | LONDON"
Joseph Beuys ,1921,1986,Untitled,1973,"GBP 4,000 - GBP 6,000","GBP 4,000",(21 x 15cm.),19 Sep 2019,"11 Sep - 19 Sep 2019 | Online Auction 17697
First Open | Online"
Giuseppe Uncini ,1929,2008,Ombra di due travi poggiate MT. 5,0,"EUR 40,000 – EUR 60,000","EUR 43,750",0,11 Apr 2018,"2018 | LIVE AUCTION 15614
MILAN MODERN AND CONTEMPORARY ART"
Follower of Abraham Storck,45,o,"Dutch hoys, men-o'war and other coastal craft off the Netherlands, with merchants and other figures on the foreshore",0,"GBP 2,000 – GBP 4,000","GBP 1,875",(45.7 x 61 cm.),12 Nov 2014,"2014 | LIVE AUCTION 5786
MARITIME ART"
Balthus ,1908,2001,Katia dans un fauteuil les bras levés,1970,"USD 250,000 – USD 350,000","USD 187,500",(70.4 x 53.2 cm.),12 Nov 2019,"2019 | LIVE AUCTION 17659
IMPRESSIONIST AND MODERN ART WORKS ON PAPER"
PABLO PICASSO ,1881,1973,Oiseau au soleil (A.R. 174),1952,"GBP 1,000 - GBP 2,000","GBP 4,375",0,22 Jun 2018,"15 Jun - 22 Jun 2018 | Online Auction 16095
Picasso Ceramics - Online"
Max Liebermann ,1847,1935,Gemüsemarkt in Delft,1907,"GBP 25,000 – GBP 35,000","GBP 37,500",(32 x 49 cm.),5 Feb 2014,"2014 | LIVE AUCTION 1508
IMPRESSIONIST/MODERN WORKS ON PAPER"
PAULA SCHER ,0,0,New York (Subway),0,"USD 3,000 - USD 5,000","USD 11,875",(1334 x 698 mm.),26 Oct 2017,"17 Oct - 26 Oct 2017 | Online Auction 15008
Screen Star: Alexander Heinrici, Master Printer"
Terry Frost ,1915,2003,"Orange and Blue Q, Newlyn (Kemp 167)",0,"GBP 800 – GBP 1,200","GBP 1,375",0,19 Sep 2013,"2013 | LIVE AUCTION 9401
PRINTS & MULTIPLES"
EMMET GOWIN ,0,0,"Nancy Wells, Danville, Virginia, 1969",0,"USD 4,000 - USD 6,000","USD 6,875",(14.2 x 18 cm.),14 Oct 2020,"5 Oct - 14 Oct 2020 | Online Auction 19790
The Unseen Eye: Photographs from the W.M. Hunt Collection"
Pierre Bonnard ,1867,1947,"L'arc-en-ciel, La roulotte",0,"USD 80,000 – USD 120,000","USD 100,000",(38 x 48 cm.),16 May 2018,"2018 | LIVE AUCTION 15973
IMPRESSIONIST AND MODERN ART DAY SALE"
Oskar Kokoschka ,1886,1980,Mädchenakt,1953,"GBP 5,000 – GBP 7,000","GBP 8,750",(29.8 x 39.7),6 Feb 2015,"2015 | LIVE AUCTION 10393
IMPRESSIONIST/MODERN & PICASSO CERAMICS"
Gabriel Alix ,1930,1998,Licorne,0,"GBP 1,500 – GBP 2,500","GBP 8,125",(50.8 x 61.5 cm.),3 Mar 2017,"2017 | LIVE AUCTION 13581
IMPRESSIONIST AND MODERN ART"
The Master of the Parrot ,active,1550,Saint Mary Magdalene,0,"USD 30,000 – USD 50,000","USD 30,000",(56.2 x 41.6 cm.),14 Apr 2016,"2016 | LIVE AUCTION 11936
OLD MASTERS: PART II"
Katy Grannan ,0,0,"Anonymous, Oakland, CA, 2011",0,"USD 5,000 – USD 7,000","USD 6,250",(48.3 x 35.2 cm.),6 Apr 2017,"2017 | LIVE AUCTION 14357
PHOTOGRAPHS INCLUDING PROPERTY SOLD TO BENEFIT THE ELTON JOHN AIDS FOUNDATION"
Max Ernst ,1891,1976,Mr. Sippi,0,"USD 30,000 – USD 50,000","USD 75,000",(12.2 x 16 cm.),13 May 2016,"2016 | LIVE AUCTION 12071
IMPRESSIONIST & MODERN ART DAY SALE"
Henry Moore ,1898,1986,Reclining Woman,1978,"GBP 4,000 – GBP 6,000","GBP 9,375",(10.5 x 13.5 cm.),19 Jun 2019,"2019 | LIVE AUCTION 17192
IMPRESSIONIST AND MODERN WORKS ON PAPER"
"Montague Dawson, F.R.S.A., R.S.M.A. ",Chiswick,1973,The Golden Fleece in the tradewinds,0,"GBP 15,000 – GBP 25,000","GBP 16,250",(50.8 x 76.3 cm.),5 Jun 2014,"2014 | LIVE AUCTION 5317
MARITIME ART"
YUN GEE ,ZHU,1963,Double Self Portrait,1926,"HKD 1,200,000 – HKD 2,000,000","HKD 1,500,000",(11 ¼ x 16 ½ in.),25 May 2019,"2019 | LIVE AUCTION 15615
20TH CENTURY & CONTEMPORARY ART (EVENING SALE)"
Alexander Calder ,1898,1976,Family with Horse,1931,"USD 40,000 – USD 60,000","USD 56,250",(57.7 x 78.1 cm.),11 Nov 2015,"2015 | LIVE AUCTION 3791
POST-WAR AND CONTEMPORARY ART MORNING SESSION"
A. GAUDOT ,ACTIF,Ursule,Portrait de Marie-Ursule Randon de Mirandole (1776-1836) en buste âgé de seize ans,0,"EUR 3,000 – EUR 5,000","EUR 3,000",0,27 May 2020,"2020 | LIVE AUCTION 18247
DESSINS ANCIENS ET DU XIXÈME SIÈCLE"
Nicolas Colombel ,Sotteville,1717,Christ and the Adulteress,0,"GBP 3,000 – GBP 4,000","GBP 5,000",(19.4 x 28.4 cm.),2 Jul 2013,"2013 | LIVE AUCTION 1137
OLD MASTER & BRITISH DRAWINGS & WATERCOLOURS"
VICTOR VASARELY ,1906,1997,Celenderis,0,"EUR 20,000 – EUR 30,000","EUR 35,000",(25 ¾ x 23 5/8 in.),6 Dec 2017,"2017 | LIVE AUCTION 15058
ART CONTEMPORAIN - VENTE DU JOUR"
JAMES CASEBERE ,B,mounted,"Monticello #3, 2001",0,"USD 15,000 - USD 25,000","USD 10,000",(121.9 x 152.4 cm.),23 Oct 2018,"16 Oct - 23 Oct 2018 | Online Auction 16334
The Collection of Melva Bucksbaum: Post-War and Contemporary Art, Photographs and Prints"
Moïse Kisling ,1891,1953,Les trois orphelins,0,"GBP 50,000 – GBP 70,000","GBP 58,850",(81 x 100 cm.),7 Feb 2013,"2013 | LIVE AUCTION 1105
IMPRESSIONIST/MODERN DAY SALE"
ERNST SAMUEL GEIGER ,1876,1965,"Waldweg, um 1911",0,"CHF 4,000 – CHF 6,000","CHF 16,250",0,17 Oct 2017,"2017 | LIVE AUCTION 14670
SWISS ART"
"A FLEMISH EBONY, EBONISED AND PARCEL-GILT RIPPLE-MOULDED OCTAGONAL MIRROR",59,GILT,SECOND HALF 17TH CENTURY,0,"GBP 1,500 – GBP 2,500","GBP 2,000",(59 x 52 cm.),19 Nov 2015,"2015 | LIVE AUCTION 10699
THE ENGLISH COLLECTOR"
Giovanni Battista Tiepolo ,Venice,1770,"Heads of four satyrs, a young woman and a female sphinx",0,"GBP 15,000 – GBP 20,000","GBP 18,750",(18.4 x 14.1 cm),2 Jul 2019,"2019 | LIVE AUCTION 17081
OLD MASTER AND BRITISH DRAWINGS AND WATERCOLOURS INCLUDING WORKS FROM THE COLLECTION OF JEAN BONNA"
ZAO WOU-KI ,1920,KI,Signes en mouvement,0,"GBP 2,500 - GBP 3,500","GBP 6,875",0,1 Jul 2020,"15 Jun - 1 Jul 2020 | Online Auction 18255
Modern Edition: Works on Paper and Prints"
"George Frederick Watts, O.M., R.A. ",1817,1904,Study for Jacob and Esau; and A figure study of a female nude,0,"GBP 3,000 – GBP 5,000","GBP 3,250",(28.3 x 21 cm.),11 Jul 2018,"2018 | LIVE AUCTION 15506
VICTORIAN PRE-RAPHAELITE & BRITISH IMPRESSIONIST ART"
A REGENCY BLUE JOHN AND WHITE MARBLE SARCOPHAGUS,26,carved,EARLY 19TH CENTURY,0,0,0,0,13 Nov 2018,"2018 | LIVE AUCTION 15490
THE COLLECTOR: ENGLISH FURNITURE, CLOCKS & WORKS OF ART"
Pablo Picasso ,1881,1973,Sans titre (L’écuyère),0,"USD 10,000 – USD 15,000","USD 68,750",(10 x 13 cm.),14 May 2019,"2019 | LIVE AUCTION 17155
IMPRESSIONIST AND MODERN ART WORKS ON PAPER SALE"
Gabriel Alix ,1930,1998,Les tigres,0,"GBP 1,500 – GBP 2,500","GBP 8,750",(50.6 x 61 cm.),3 Mar 2017,"2017 | LIVE AUCTION 13581
IMPRESSIONIST AND MODERN ART"
"Florentine School, 16th Century",0,0,A standing man holding a book,0,"GBP 700 - GBP 1,000",GBP 750,(38 x 21.8 cm),5 Dec 2019,"27 Nov - 5 Dec 2019 | Online Auction 17704
Old Master Drawings: Online"
ALBRECHT DÜRER ,1471,1528,The Large Passion,0,"GBP 8,000 – GBP 12,000","GBP 15,000",(and similar),9 Dec 2021,"2021 | LIVE AUCTION 20060
OLD MASTER PRINTS"
Lucien Lévy-Dhurmer ,French,Dhurmer,Sérénade au clair de lune - Venise,0,"USD 80,000 - USD 120,000","USD 225,000",(56.5 x 81.2 cm.),17 Jun 2020,"2 Jun - 17 Jun 2020 | Online Auction 18531
European Art"
Volker Hueller ,0,0,My Portrait in The Year 2080,2007,"GBP 800 - GBP 1,200","GBP 1,250",(29 x 24.5cm.),28 Mar 2019,"19 Mar - 28 Mar 2019 | Online Auction 17991
Handpicked: 50 works selected by the Saatchi Collection - Online Only"
RICHARD PAUL LOHSE ,1902,1988,"Sechs ineinandergehende gleiche Gruppen mit gleichen Farbmengen, 1950/1961/10",0,"CHF 15,000 – CHF 20,000","CHF 38,400",0,22 Sep 2014,"2014 | LIVE AUCTION 2003
SWISS ART SALE"
SHARA HUGHES ,0,0,Familiar Fairway Night,2019,"USD 80,000 – USD 120,000","USD 562,500",(91.4 x 76.2 cm.),12 Nov 2021,"2021 | LIVE AUCTION 20097
POST-WAR AND CONTEMPORARY ART DAY SALE"
Cindy Sherman ,0,0,"Untitled (#410), 2003",0,"GBP 180,000 – GBP 250,000","GBP 206,500",(140 x 99.6cm.),14 Oct 2015,"2015 | LIVE AUCTION 12352
A VISUAL ODYSSEY SELECTIONS FROM LAC (LAMBERT ART COLLECTION) STAGED BY JACQUES GRANGE"
BANKSY ,0,0,Love Rat,0,"GBP 30,000 - GBP 50,000","GBP 56,250",0,1 Apr 2021,"16 Mar - 1 Apr 2021 | Online Auction 20157
Banksy: I can’t believe you morons actually buy this sh*t"
Aurélie Nemours ,Paris,2005,N+H 9140,1992,"EUR 10,000 – EUR 15,000","EUR 11,875",0,16 Jun 2021,"2021 | LIVE AUCTION 19614
WOMEN IN ART"
TWO PAIRS OF REGENCY SILVER SALTS,10,1817,"MARK OF PAUL STORR, LONDON, 1814-1817",0,"USD 8,000 – USD 12,000","USD 20,000",0,23 Oct 2018,"2018 | LIVE AUCTION 16270
THE COLLECTOR: ENGLISH AND EUROPEAN 18TH AND 19TH CENTURY FURNITURE, CERAMICS, SILVER & WORKS OF ART"
BILL JENSEN ,B,88,Givers and Takers,1987,"USD 3,000 - USD 5,000","USD 9,375",(76.5 x 120 cm.),17 Jul 2019,"9 Jul - 17 Jul 2019 | Online Auction 17443
First Open | Online"
"Benjamin Williams Leader, R.A. ",1831,1923,Evening Glow,0,"GBP 15,000 – GBP 20,000","GBP 27,500",(128.3 x 214.6 cm.),22 Mar 2017,"2017 | LIVE AUCTION 14311
VICTORIAN, PRE-RAPHAELITE & BRITISH IMPRESSIONIST ART, MARITIME ART, SPORTING & WILDLIFE ART"
"Sir Terry Frost, R.A. ",1915,2003,Winter Blue,0,"GBP 20,000 – GBP 30,000","GBP 27,500",(63.5 x 76.2 cm.),11 Jul 2013,"2013 | LIVE AUCTION 1124
MODERN BRITISH ART DAY SALE"
Paul Sieffert ,French,1957,Reclining nude,0,"GBP 4,000 – GBP 6,000","GBP 7,500",(46.3 x 60.7 cm.),11 Sep 2014,"2014 | LIVE AUCTION 5298
19TH CENTURY EUROPEAN ART"
PABLO PICASSO ,1881,1973,Femme assise en pyjama de plage II,0,"USD 8,000 – USD 12,000","USD 10,000",(394 x 298 mm.),28 Oct 2015,"2015 | LIVE AUCTION 3777
PRINTS & MULTIPLES"
EL LISSITZKY,264,1923,Proun 2B,0,"USD 15,000 – USD 20,000","USD 25,000",(264 x 203 mm.),1 May 2013,"2013 | LIVE AUCTION 2697
PRINTS AND MULTIPLES"
Juan Munoz ,1953,2001,Kneeling Figure,1996,"USD 100,000 – USD 150,000","USD 137,000",(101.6 x 50.8 x 53.3 cm.),23 Sep 2014,"2014 | LIVE AUCTION 2875
FIRST OPEN/NYC"
Paul Klee ,1879,1940,Ausblick aus e. Wald,1914,"USD 200,000 – USD 300,000","USD 225,000",(17.6 x 20.3 cm.),16 May 2018,"2018 | LIVE AUCTION 15972
IMPRESSIONIST AND MODERN ART WORKS ON PAPER"
Ivon Hitchens ,1893,1979,Reclining Nude,1928,"GBP 20,000 – GBP 30,000","GBP 30,000",(45.7 x 50.8 cm.),21 Jun 2016,"2016 | LIVE AUCTION 12224
MODERN BRITISH & IRISH ART DAY SALE"
"Edward Bawden, R.A. ",1903,1989,Grand Ring,0,"GBP 2,500 – GBP 3,500","GBP 3,750",(32.4 x 22.2 cm.),12 Jul 2012,"2012 | LIVE AUCTION 6384
20TH CENTURY BRITISH ART"
"SIR EDWARD COLEY BURNE-JONES, BT., A.R.A., R.W.S. ",BRITISH,JONES,"Two studies of a male nude in profile, bust-length",0,"GBP 7,000 - GBP 10,000","GBP 7,500",(23.2 x 16.2 cm.),29 Jul 2020,"7 Jul - 29 Jul 2020 | Online Auction 18829
British & European Art"
Benny Andrews ,American,2006,Man,1964,"USD 1,000 – USD 1,500","USD 1,750",(31.8 x 25.4 cm.),27 Aug 2014,"2014 | LIVE AUCTION 2868
INTERIORS"
Günther Förg ,1952,2013,Untitled,1986,"GBP 4,000 – GBP 6,000","GBP 6,250",(29.7 x 21cm.),25 Sep 2014,"2014 | LIVE AUCTION 5935
FIRST OPEN/LDN"
"Laurence Stephen Lowry, R.A. ",1887,1976,"Standing girl, full-length",0,"GBP 25,000 – GBP 35,000","GBP 33,750",(42 x 29.7 cm.),26 Nov 2015,"2015 | LIVE AUCTION 10366
MODERN BRITISH AND IRISH ART DAY SALE"
Charles de Vaux ,SWISS,1860,"Martigny, Switzerland",0,"GBP 2,000 – GBP 4,000","GBP 2,750",(38.5 x 56 cm.),20 Jan 2016,"2016 | LIVE AUCTION 11799
19TH CENTURY EUROPEAN ART"
Gunther Gerzso ,1915,2000,Rojo y azul,1963,"USD 70,000 – USD 90,000","USD 118,750",(65 x 50 cm.),21 Nov 2019,"2019 | LIVE AUCTION 17663
LATIN AMERICAN ART"
Alexander Calder ,1898,1976,Guava,1955,"GBP 3,000,000 – GBP 5,000,000","GBP 4,533,000",(181 x 372.1 x 118 cm.),7 Mar 2017,"2017 | LIVE AUCTION 14437
POST WAR & CONTEMPORARY ART EVENING AUCTION"
JOAN MIRO ,1893,1983,L'Oiseleur et sa compagne,0,"GBP 3,000 - GBP 5,000","GBP 6,875",0,28 Sep 2021,"16 Sep - 28 Sep 2021 | Online Auction 19776
Prints & Multiples"
Charles Demuth ,1883,1935,In Vaudeville: Two Dancers,0,"USD 200,000 – USD 300,000","USD 315,750",(33 x 20.3 cm.),23 May 2013,"2013 | LIVE AUCTION 2707
AMERICAN ART"
Carl Grossberg ,1894,1940,"View of the Singel with the Krijtberg church, Amsterdam",1925,EUR 500 – EUR 700,"EUR 3,000",0,27 Nov 2012,"2012 | LIVE AUCTION 3022
IMPRESSIONIST AND MODERN ART"
ALBRECHT DÜRER ,1471,1528,Saint Eustace,0,"USD 25,000 – USD 35,000","USD 68,750",0,25 Jan 2017,"2017 | LIVE AUCTION 14020
OLD MASTER PRINTS"
PABLO PICASSO ,1881,1973,Lampe femme (A.R. 295),1955,"USD 10,000 - USD 15,000","USD 52,500",0,15 Nov 2021,"1 Nov - 15 Nov 2021 | Online Auction 18804
Picasso Ceramics Online"
Christopher Wool ,1955,0,Untitled,1990,"USD 200,000 – USD 300,000","USD 341,000",(187.3 x 94.9 cm.),12 May 2015,"2015 | LIVE AUCTION 3742
POST-WAR AND CONTEMPORARY ART DAY SALE SESSION I"
Sigmar Polke ,1941,2010,Untitled (Ghosts),2004,"GBP 200,000 – GBP 250,000","GBP 217,250",(198 x 149cm.),12 Oct 2012,"2012 | LIVE AUCTION 5710
POST WAR AND CONTEMPORARY ART DAY AUCTION"
AN ITALIAN SILVER COFFEE POT,0,0,"TURIN, CIRCA 1770, MAKER'S MARK F.V.",0,"GBP 1,500 - GBP 2,500","GBP 2,375",0,15 Oct 2020,"24 Sep - 15 Oct 2020 | Online Auction 18376
Works of Art from The Giuseppe Rossi Collection Sold to Benefit a Charity"
YUKO SHIRAISHI ,0,0,Red and White,1992,"GBP 800 - GBP 1,200","GBP 1,750",(91.5 x 81.5cm.),28 Jul 2020,"14 Jul - 28 Jul 2020 | Online Auction 18460
First Open: Post-War & Contemporary Art Online"
Marcel Broodthaers ,1924,1976,La Souris Ecrit Rat (A Compte d'Auteur) (The Mouse Writes Rat (At the Author's Expense)) (the Black Variant),1974,"EUR 3,000 – EUR 5,000","EUR 6,250",0,21 Apr 2016,"2016 | LIVE AUCTION 3062
POST-WAR AND CONTEMPORARY ART"
Herman de Vries ,1931,0,V72-138 S Random Objectivation,1972,"EUR 30,000 – EUR 50,000","EUR 35,000",0,2 Nov 2016,"2016 | LIVE AUCTION 3065
POST-WAR AND CONTEMPORARY ART"
ALAIN JACQUET  POUR L'ATELIER A,1939,2008,"TABLE BASSE 'POINTILLISME', ÉDITION MOBILIER MODULAIRE MODERNE, 1968",0,"EUR 5,000 – EUR 7,000","EUR 6,250",0,1 Jun 2021,"2021 | LIVE AUCTION 20609
DE LA FONCTION À LA COLLECTION, STÉPHANE DANANT UNE PASSION POUR LE DESIGN ET L'ART FRANÇAIS DES ANNÉES 1955-1975."
AN ASSEMBLED GIUSTINIANI REDWARE GREEK-REVIVAL PART TEA SERVICE,41,figure,"19TH CENTURY, IMPRESSED SCRIPT MARKS",0,"USD 4,000 - USD 6,000","USD 6,875",0,8 Oct 2020,"23 Sep - 8 Oct 2020 | Online Auction 19031
The Collector | Online: English & European 18th & 19th Century Furniture, Ceramics, Silver & Works of Art"
Enrico Castellani ,1930,0,Superficie alluminio,1984,"GBP 350,000 – GBP 500,000","GBP 662,500",(80 x 150cm.),30 Jun 2015,"2015 | LIVE AUCTION 10381
POST-WAR AND CONTEMPORARY ART EVENING AUCTION"
Jose de Creeft ,American,1982,Untitled (Figure),0,"USD 2,000 – USD 3,000","USD 1,875",(27.9 x 34.3 x 20.3 cm.),10 Feb 2016,"2016 | LIVE AUCTION 11415
LIVING WITH ART"
LUCIANO CASTELLI ,0,0,Roter Rückenakt,0,"CHF 4,000 – CHF 6,000","CHF 2,500",0,17 Sep 2019,"2019 | LIVE AUCTION 17432
SWISS ART"
JUAN MUNOZ ,1953,2001,Marux,1996,"GBP 40,000 – GBP 60,000","GBP 52,500",(35.5 x 20.5 x 24cm.),11 Feb 2014,"2014 | LIVE AUCTION 10171
EYES WIDE OPEN: AN ITALIAN VISION"
Karel Appel ,1921,2006,Sortilège (Spell),1958,"EUR 120,000 – EUR 180,000","EUR 346,000",0,26 Nov 2019,"2019 | LIVE AUCTION 17720
POST-WAR & CONTEMPORARY ART"
Isaac Willaerts ,Utrecht,1693,Sea view with village,0,"GBP 10,000 – GBP 15,000","GBP 11,250",(36.8 x 52.1 cm.),5 Jul 2019,"2019 | LIVE AUCTION 17196
OLD MASTERS DAY SALE"
BRASSAÏ ,1899,1984,"Graffiti (série VIII, La Magie), vers 1933",0,"EUR 10,000 – EUR 15,000","EUR 15,000",(19 ½ x 16 in.),10 Nov 2017,"2017 | LIVE AUCTION 15061
PHOTOGRAPHIES"
Manner of Hans Memling,16,length,"Portrait of a young man, bust-length",0,"GBP 3,000 – GBP 5,000","GBP 2,500",(16.7 x 13.6 cm.),2 Nov 2016,"2016 | LIVE AUCTION 12307
OLD MASTER AND BRITISH PAINTINGS"
Follower of Lucas Cranach I,0,0,The Mocking of Christ,0,"GBP 12,000 – GBP 18,000","GBP 31,250",(85.7 x 57.2 cm.),7 Dec 2018,"2018 | LIVE AUCTION 15497
OLD MASTERS DAY SALE"
Jirí Kolár ,1914,2002,Kapesní Láska (Pocket Love),1980,GBP 600 – GBP 800,GBP 625,(21 x 18.5 cm.),22 Jun 2012,"2012 | LIVE AUCTION 6240
IMPRESSIONIST/MODERN"
HUBERT ROBERT ,17,1808,Vue du grand jet d'eau de la Villa Aldobrandini à Frascati,0,"EUR 25,000 - EUR 35,000","EUR 43,750",(17 x 13 in.),29 May 2020,"13 May - 29 May 2020 | Online Auction 18931
Collection Edmond Cormier-Thierry-Delanoue (1879-1960)"
"Edward Seago, R.W.S., R.B.A. ",1910,1974,"In the harbour, Portugal",0,"GBP 10,000 – GBP 15,000","GBP 11,250",(45.8 x 61 cm.),12 Mar 2014,"2014 | LIVE AUCTION 5222
VICTORIAN & BRITISH IMPRESSIONIST ART"
Jan Schoonhoven ,1914,1994,Dakvormige Binnenvlakken,1967,"EUR 35,000 – EUR 45,000","EUR 97,500",0,4 Nov 2015,"2015 | LIVE AUCTION 3057
POST-WAR AND CONTEMPORARY ART"
After Jean-Marc Nattier,130,Marc,"Portrait of François-Renée de Carbonnel de Canisy, Marquise d'Antin, three-quarter-length",0,"USD 10,000 – USD 12,000","USD 8,125",(130.8 x 98.4 cm.),31 Jan 2013,"2013 | LIVE AUCTION 2676
OLD MASTER PAINTINGS PART II"
KARA WALKER ,B,E,Untitled,2006,"USD 20,000 - USD 30,000","USD 21,250",(25.4 x 17.8 cm.),21 Jul 2021,"9 Jul - 21 Jul 2021 | Online Auction 19886
First Open | Post-War & Contemporary Art"
Hans Sebald Beham,0,0,Cognition and the Seven Virtues,0,"GBP 800 – GBP 1,200","GBP 1,250",(and similar),9 Dec 2015,"2015 | LIVE AUCTION 10404
OLD MASTER PRINTS"
ROBERT BARRY ,B,2007,Became,1974,0,0,0,7 Oct 2016,"2016 | LIVE AUCTION 12245
POST-WAR & CONTEMPORARY ART DAY AUCTION"
Emiliano di Cavalcanti ,Brazilian,1976,Mulata com flores,1969,"USD 200,000 – USD 300,000","USD 243,750",(81.3 x 60 cm.),30 May 2013,"2013 | LIVE AUCTION 2708
LATIN AMERICAN ART"
"John Stanton Ward, R.A. ",1917,2007,"Annabel's, the Buddha room (i); Louise (ii)",1985,"GBP 800 – GBP 1,200","GBP 2,750",(30.5 x 34.3 cm.),20 Nov 2018,"2018 | LIVE AUCTION 17511
ANNABEL'S"
